0x100113d8: ret;
0x1008b143: rep ret;
0x10154146: shr eax, 1; pop esi; ret;
0x10011119: mov eax, 0x101D63B8; ret;
0x100e18a5: push [edi+eax-0x18]; ret;
0x10130358: mov [eax+0x0C], ecx; ret;
0x1006c6d4: lea eax, [ecx+0x14]; ret;
0x10132f4e: add esp, 0x0000022C; ret;
0x1001cc1b: and eax, 0xF60013AB; ret;
0x10163105: sub eax, 0x59FFFF40; ret;
0x100bb513: mov edx, [ecx+0x54]; ret;
0x10011113: mov eax, 0x101D642C; ret;
0x1002727d: mov eax, 0x101D5DE8; ret;
0x1006d1ea: add esp, 0x000001A4; ret;
0x100309d9: mov eax, 0x00000003; ret;
0x10112709: mov esp, 0x3B000000; ret;
0x1008f7b0: mov eax, [ecx+0x24]; ret;
0x100714da: mov eax, 0x101E22B8; ret;
0x1012b411: mov [eax+0x58], ecx; ret;
0x10011845: mov eax, 0x101D6684; ret;
0x10162805: sub eax, 0x59FFFF49; ret;
0x10010fb1: mov eax, 0x101D63A8; ret;
0x10076f70: push ds; adc al, ch; ret;
0x10011941: mov eax, 0x101D64A4; ret;
0x10093afe: add esp, 0x00005018; ret;
0x1011fda0: lea eax, [ecx+0x0C]; ret;
0x100714aa: mov eax, 0x101E22B0; ret;
0x10072383: push cs; add dh, dh; ret;
0x101316f2: add esp, 0x0000014C; ret;
0x10071f35: mov eax, 0x101E2380; ret;
0x100714ce: mov eax, 0x101E22C8; ret;
0x10109f62: mov eax, 0x101F881C; ret;
0x100647fe: add esp, 0x00002124; ret;
0x10010fcf: mov eax, 0x101D634C; ret;
0x1006c6de: mov eax, 0x101E1FB4; ret;
0x1002a502: mov edx, 0x81FFFDAA; ret;
0x10137acf: add esp, 0x00000098; ret;
0x10011839: mov eax, 0x101D6694; ret;
0x10163505: sub eax, 0x59FFFF3C; ret;
0x10109e7e: mov edx, 0xF60004D2; ret;
0x10116bd9: mov eax, 0x101FA5D0; ret;
0x10012147: mov eax, 0x00000064; ret;
0x10011f13: mov eax, 0x00000073; ret;
0x10011215: mov eax, 0x101D6444; ret;
0x10069980: lea eax, [ecx+0x24]; ret;
0x10011a1f: mov eax, 0x101D66F4; ret;
0x1006b378: add esp, 0x00000EA0; ret;
0x10161c75: mov ebp, 0x59FFFF54; ret;
0x1006c677: mov eax, 0x101E1F74; ret;
0x1010b082: rol [eax+eax], 0xF6; ret;
0x1014db0f: add esp, 0x00000400; ret;
0x10011331: mov eax, 0x101D65E0; ret;
0x1002463e: mov eax, 0x101D562C; ret;
0x100113cd: mov eax, 0x101D6474; ret;
0x1010e0ed: add esp, 0x00002108; ret;
0x100f4206: sbb eax, 0x12E85110; ret;
0x10045840: lea eax, [ecx+0x38]; ret;
0x10084e96: add esp, 0x00001138; ret;
0x10114480: add esp, 0x0000020C; ret;
0x10025dae: mov esi, 0xF6FFFF0F; ret;
0x1015bd15: sbb eax, 0x59FFFFB4; ret;
0x10011851: mov eax, 0x101D6674; ret;
0x1004c660: lea eax, [ecx+0x3C]; ret;
0x10027289: mov eax, 0x101D5DC0; ret;
0x10136e47: add esp, 0x0000009C; ret;
0x100124b9: mov eax, 0x00000087; ret;
0x100121bf: mov eax, 0x05F5E100; ret;
0x100355eb: add eax, 0x3B090000; ret;
0x1001213b: mov eax, 0x00000014; ret;
0x10011929: mov eax, 0x101D65C4; ret;
0x1007a22a: add eax, 0x3B0D0000; ret;
0x10011f85: mov eax, 0x00000177; ret;
0x10010fc9: mov eax, 0x101D635C; ret;
0x1008b1e6: adc al, ch; dec esi; ret;
0x10060860: mov eax, [ecx+0x78]; ret;
0x100124bf: mov eax, 0x0000008C; ret;
0x1015e7f5: cmp eax, 0x59FFFF89; ret;
0x10024056: mov eax, 0x8B10168C; ret;
0x1001138b: mov eax, 0x101D650C; ret;
0x10098780: mov eax, [ecx+0x20]; ret;
0x10011833: mov eax, 0x101D669C; ret;
0x10012d29: add esp, 0x00000088; ret;
0x1015cef5: cmp eax, 0x59FFFFA2; ret;
0x10153256: add eax, 0xC033037C; ret;
0x100c0c36: add [eax+ebp*8], cl; ret;
0x10027213: mov edx, [ecx+0x6C]; ret;
0x10152cfc: mov [eax+0x44], ecx; ret;
0x1006c6ba: mov eax, 0x101E1FAC; ret;
0x1007ed56: add [ecx-0x18], edx; ret;
0x10045ef1: mov eax, 0x101D5B80; ret;
0x1001103b: mov eax, 0x101D61F4; ret;
0x100e1d10: lea eax, [ecx+0x64]; ret;
0x1005200b: sub eax, 0xF6001059; ret;
0x10011367: mov eax, 0x101D6568; ret;
0x1001b1f0: adc al, ch; inc esp; ret;
0x10012383: mov eax, 0x00000002; ret;
0x10011011: mov eax, 0x101D627C; ret;
0x10145c86: mov edx, 0xF6000000; ret;
0x10164c75: mov ebp, 0x59FFFF24; ret;
0x100113c1: mov eax, 0x101D648C; ret;
0x100714c2: mov eax, 0x101E22D4; ret;
0x10162015: sbb eax, 0x59FFFF51; ret;
0x100409df: mov eax, 0x101D57B4; ret;
0x100524d1: mov eax, 0x101DF388; ret;
0x100cce81: add esp, 0x00000140; ret;
0x10060b10: mov eax, 0x00000006; ret;
0x10160215: sbb eax, 0x59FFFF6F; ret;
0x1008417e: mov edx, 0xF6000D2F; ret;
0x1005d5ed: add esp, 0x00001004; ret;
0x1001135b: mov eax, 0x101D6588; ret;
0x10051dac: add esp, 0x00000204; ret;
0x1001238f: mov eax, 0x00000010; ret;
0x100124a1: mov eax, 0x00000088; ret;
0x1012d25e: mov [ecx+0x08], eax; ret;
0x10023606: and eax, 0x00000400; ret;
0x100113a3: mov eax, 0x101D64D0; ret;
0x10161e05: sub eax, 0x59FFFF53; ret;
0x10160c15: sbb eax, 0x59FFFF65; ret;
0x10160978: mov edx, 0x59FFFF67; ret;
0x100409f7: mov eax, 0x101D5784; ret;
0x10011e99: mov eax, 0x0000007F; ret;
0x10011373: mov eax, 0x101D6548; ret;
0x10011e81: mov eax, 0x00000068; ret;
0x10011b17: mov eax, 0x101D63F0; ret;
0x100ef07e: add eax, 0x3B0F0000; ret;
0x10165575: mov ebp, 0x59FFFF1B; ret;
0x1011dccf: add esp, 0x000011BC; ret;
0x10011391: mov eax, 0x101D64FC; ret;
0x100307a8: mov eax, 0x101D5DB4; ret;
0x10161f78: mov edx, 0x59FFFF51; ret;
0x1004af64: add eax, 0x5E344689; ret;
0x10153618: add esp, 0x00002808; ret;
0x100f41c3: sbb eax, 0x55E85010; ret;
0x100796d4: add eax, 0x3B000000; ret;
0x10011f73: mov eax, 0x00000019; ret;
0x10010efb: mov eax, 0x101D61DC; ret;
0x10109f20: mov eax, 0x101F8808; ret;
0x10045ee5: mov eax, 0x101D5B58; ret;
0x1010f0b5: add esp, 0x00002038; ret;
0x10010f07: mov eax, 0x101D5B6C; ret;
0x100fb1e5: adc al, ch; dec edi; ret;
0x100409eb: mov eax, 0x101D579C; ret;
0x100113a9: mov eax, 0x101D64C0; ret;
0x100996c0: mov eax, [ecx+0x4C]; ret;
0x1002465c: mov eax, 0x101D6040; ret;
0x10165f75: mov ebp, 0x59FFFF11; ret;
0x10011313: mov eax, 0x101D662C; ret;
0x1015cb05: sub eax, 0x59FFFFA6; ret;
0x10158558: add eax, 0x5BC0335D; ret;
0x1015f175: mov ebp, 0x59FFFF7F; ret;
0x1015fb15: sbb eax, 0x59FFFF76; ret;
0x10045a7e: mov esi, 0xF6000173; ret;
0x10152c28: mov eax, [eax+0x3C]; ret;
0x10071f47: mov eax, 0x101E232C; ret;
0x100524c5: mov eax, 0x101DF390; ret;
0x10010fbd: mov eax, 0x101D6380; ret;
0x1001134f: mov eax, 0x101D65A0; ret;
0x1001214d: mov eax, 0x000003E8; ret;
0x100ef1ba: add eax, 0x3B110000; ret;
0x10081918: sub eax, 0x3B08408B; ret;
0x100714c8: mov eax, 0x101E22CC; ret;
0x100260ef: nop; inc [ecx+0x18]; ret;
0x1014dde3: mov [eax+0x1C], ecx; ret;
0x1012ca6e: into; adc dl, [eax]; ret;
0x10129af9: inc edx; mov ax, dx; ret;
0x100fdeb8: add esp, 0x00000164; ret;
0x1010f02d: add esp, 0x00001010; ret;
0x1001102f: mov eax, 0x101D6220; ret;
0x1001184b: mov eax, 0x101D667C; ret;
0x10021604: sbb eax, 0xE8CD8B10; ret;
0x10010fb7: mov eax, 0x101D6394; ret;
0x10010f01: mov eax, 0x101D61C4; ret;
0x100724d9: mov eax, 0x101DA62C; ret;
0x10012489: mov eax, 0x0000008A; ret;
0x101229b0: mov eax, [ecx+0x48]; ret;
0x100524e3: mov eax, 0x101DF36C; ret;
0x10130f1e: mov [ecx+0x04], eax; ret;
0x100b3940: add eax, 0x5E304689; ret;
0x101666f5: cmp eax, 0x59FFFF0A; ret;
0x100409f1: mov eax, 0x101D5790; ret;
0x100faf44: add al, ch; push ss; ret;
0x1004ae67: sbb eax, 0xDDE85210; ret;
0x10011b11: mov eax, 0x101D62B0; ret;
0x100124d7: mov eax, 0x00000089; ret;
0x10024662: mov eax, 0x101DA388; ret;
0x1015e11d: adc eax, 0x59FFFF90; ret;
0x10136d57: les eax, [eax+0x5E]; ret;
0x10011349: mov eax, 0x101D65AC; ret;
0x1006c6b4: mov eax, 0x101D5170; ret;
0x10124a39: mov eax, [ecx+0x34]; ret;
0x1011e603: add esp, 0x000038C8; ret;
0x100462b1: mov eax, 0x101DD828; ret;
0x10164415: sbb eax, 0x59FFFF2D; ret;
0x10011be7: mov eax, 0x101D6754; ret;
0x10011307: mov eax, 0x101D6650; ret;
0x100121c5: mov eax, 0x3B9ACA00; ret;
0x1015e175: mov ebp, 0x59FFFF8F; ret;
0x10162a05: sub eax, 0x59FFFF47; ret;
0x100524d7: mov eax, 0x101DF380; ret;
0x10012483: mov eax, 0x00000070; ret;
0x10010fa5: mov eax, 0x101D63C4; ret;
0x1012a234: add esp, 0x000000BC; ret;
0x1012d3de: mov [ecx+0x18], eax; ret;
0x1001101d: mov eax, 0x101D6250; ret;
0x10163a05: sub eax, 0x59FFFF37; ret;
0x10045efd: mov eax, 0x101D5B44; ret;
0x101657f5: cmp eax, 0x59FFFF19; ret;
0x10014a7e: mov edx, 0xF6001426; ret;
0x1011a401: add esp, 0x0000011C; ret;
0x100e1d03: mov edx, [ecx+0x5C]; ret;
0x10164d75: mov ebp, 0x59FFFF23; ret;
0x100e3384: add esp, 0x00000194; ret;
0x100e1cf0: mov eax, [ecx+0x54]; ret;
0x100cb2cc: sbb al, ch; pop eax; ret;
0x10010fed: mov eax, 0x101D62F0; ret;
0x10154e30: cmp eax, 0x1016A3A0; ret;
0x100113bb: mov eax, 0x101D6498; ret;
0x10084bc5: add esp, 0x00000158; ret;
0x10129776: mov [eax+0x10], edx; ret;
0x1012878b: add esp, 0x00000118; ret;
0x10109ee0: lea eax, [ecx+0x7C]; ret;
0x10165205: sub eax, 0x59FFFF1F; ret;
0x1015f915: sbb eax, 0x59FFFF78; ret;
0x100f42d3: add [eax-0x18], edx; ret;
0x10024632: mov eax, 0x101DA3BC; ret;
0x1011fdf1: mov eax, 0x101FBB2C; ret;
0x1001136d: mov eax, 0x101D6558; ret;
0x1004aee1: sbb eax, 0x63E85110; ret;
0x10011301: mov eax, 0x101D6664; ret;
0x100988c0: lea eax, [ecx+0x10]; ret;
0x10011385: mov eax, 0x101D651C; ret;
0x10024668: mov eax, 0x101DA37C; ret;
0x10109ed0: lea eax, [ecx+0x60]; ret;
0x100124d1: mov eax, 0x0000006E; ret;
0x10011a37: mov eax, 0x101D66A4; ret;
0x100b45ba: pop edi; sbb dh, dh; ret;
0x1010977d: add esp, 0x000033C8; ret;
0x1006c66b: mov eax, 0x101E1F7C; ret;
0x100462b7: mov eax, 0x101DD818; ret;
0x10160275: mov ebp, 0x59FFFF6E; ret;
0x1001183f: mov eax, 0x101D668C; ret;
0x10023646: and eax, 0x00000080; ret;
0x10011bdb: mov eax, 0x101D676C; ret;
0x1001248f: mov eax, 0x0000008F; ret;
0x10163205: sub eax, 0x59FFFF3F; ret;
0x10060880: mov eax, [ecx+0x7C]; ret;
0x10166575: mov ebp, 0x59FFFF0B; ret;
0x100124a7: mov eax, 0x0000008D; ret;
0x10156147: les ecx, [ebx+ecx*4]; ret;
0x1012c4d0: or al, 0x5F; pop esi; ret;
0x100be90c: mov al, [0x3B000012]; ret;
0x10154ee2: inc [ebx+0x5E5F04C4]; ret;
0x10128fdb: rcr [edi+0x5E], 0x5D; ret;
0x1013395d: rcr [esi+0x5D], 0x5B; ret;
0x10155c9c: les edx, [ebx+ecx*4]; ret;
0x10151e1d: les ecx, [esi+ebx*2]; ret;
0x10134a52: lock sldt word [eax]; ret;
0x1012ce9c: les esp, [esi+ebx*2]; ret;
0x10150c22: inc [ebx+0x5B5E14C4]; ret;
0x101509cd: rcr [edi+0x5E], 0x5B; ret;
0x1012b6ad: les ebx, [esi+ebx*2]; ret;
0x100724d4: rcr [ebp+0x1D], 0x10; ret;
0x10164e6d: dec [ebx-0x2516F7B3]; ret;
0x100ee5e4: add [0x3B000000], al; ret;
0x10022e89: inc ebp; or al, 0x3B; ret;
0x10151d68: mov eax, [eax+edx*8]; ret;
0x10104dd7: sal [ebp+0x02], 0x5E; ret;
0x101307a6: inc [ebx+0x5E5F10C4]; ret;
0x10153088: inc [ebx+0x5E5F18C4]; ret;
0x100f07e4: rcr [esi-0x09], 0xD8; ret;
0x10099ac0: fld qword [ecx+0x18]; ret;
0x100307c1: sbb [ebp+0x1D], 0x10; ret;
0x1002b2f0: adc al, ch; push edx; ret;
0x10097f20: fld qword [ecx+0x30]; ret;
0x1005728a: inc edi; or al, 0x3B; ret;
0x101560cc: les ebx, [ebx+ecx*4]; ret;
0x10023605: add [0x00000400], ah; ret;
0x1015913a: or eax, ecx; pop esi; ret;
0x10014cb0: inc [ecx+0x0000017C]; ret;
0x10164eba: dec [ebx-0x7216F7B3]; ret;
0x100781fe: inc [ebp+0x5E0275C0]; ret;
0x1015855b: rcr [ebx-0x3D], 0x2B; ret;
0x100bb540: fld qword [ecx+0x60]; ret;
0x10014c70: inc [ecx+0x00000174]; ret;
0x101365f6: inc [ebx+0x5E5F14C4]; ret;
0x10011b3c: and [ebx+0x1D], 0x10; ret;
0x10159cc9: mov al, [0x5E000016]; ret;
0x1015283f: add ecx, [ebx+eax*4]; ret;
0x10067d20: inc [ecx+0x000000B4]; ret;
0x10026a72: sbb [ecx+0x00], 0x00; ret;
0x10155d53: les esp, [ebx+ecx*4]; ret;
0x101367d5: les eax, [ebx+ecx*4]; ret;
0x10128106: les ecx, [ebx+eax*4]; ret;
0x10059e8d: inc eax; or al, 0x3B; ret;
0x100b172c: dec [ebx+0x3B14245C]; ret;
0x100b0b74: inc ecx; or al, 0x3B; ret;
0x10072c80: inc [ecx+0x00001504]; ret;
0x101379a2: inc [ebx-0x3FCCEB3C]; ret;
0x10076e2f: aam 0x00; add dh, dh; ret;
0x10072c50: inc [ecx+0x00001500]; ret;
0x10032940: les ebp, [esi+esi*8]; ret;
0x1013c4c2: sal [ebp+0x62], 0x83; ret;
0x1012b1a1: les eax, [esi+ebx*2]; ret;
0x10041d20: inc [ecx+0x00001980]; ret;
0x10014ce0: inc [ecx+0x00000180]; ret;
0x10128e82: les ecx, [edi+ebx*2]; ret;
0x10159ba8: mov al, [0x03000016]; ret;
0x10067d50: inc [ecx+0x0000008C]; ret;
0x10014c20: inc [ecx+0x0000016C]; ret;
0x10045ef2: sbb [ebx+0x1D], 0x10; ret;
0x10137f45: les esi, [esi+ebx*2]; ret;
0x1013dfc9: sal [ebp-0x0F], 0x8B; ret;
0x1012415b: les eax, [ebx+eax*4]; ret;
0x1001a42f: int 0x13; add dh, dh; ret;
0x100233b0: fld qword [ecx+0x10]; ret;
0x10152c4f: mov eax, [ecx+eax*8]; ret;
0x1012500c: add [edi], cl; scasd; ret;
0x1008cb60: dec edi; or al, 0x3B; ret;
0x10087818: inc edx; or al, 0x3B; ret;
0x101383bf: sal [ebp+0x10], 0x81; ret;
0x10164e83: dec [ebx-0x3B16F7B3]; ret;
0x1012bb7a: les ebp, [esi+ebx*2]; ret;
0x1013ad5c: les eax, [ecx+ebx*4]; ret;
0x1003eaa7: add [0x3B000000], cl; ret;
0x10041d40: inc [ecx+0x00001984]; ret;
0x101364a5: les edx, [esi+ebx*2]; ret;
0x100f3b19: dec [ebx+0x75F68536]; ret;
0x10130683: dec [ebx-0x74EFDBA4]; ret;
0x10010ed6: ror [ebx+0x00], 0x00; ret;
0x1015b990: mov [0x59FFFFB7], al; ret;
0x10165a90: mov [0x59FFFF16], al; ret;
0x10026420: inc [ecx+0x00000250]; ret;
0x10072c20: inc [ecx+0x000014E4]; ret;
0x1008b5ed: rcr [esi+0x5B], 0x59; ret;
0x10130753: inc [ebx+0x5E5F1CC4]; ret;
0x1013e350: inc [eax-0x7BF0C305]; ret;
0x1011dc9a: adc al, 0xE8; pushad; ret;
0x10014ca0: inc [ecx+0x00000178]; ret;
0x10122a10: fld qword [ecx+0x38]; ret;
0x10023645: add [0x00000080], ah; ret;
0x10097b9f: sar bh, cl; push esi; ret;
0x100f51d8: inc eax; or [ebx], bh; ret;
0x1006b746: out 0x5F, al; pop esi; ret;
0x100f6522: mov ebx, [0x68056A10]; ret;
0x100eb0ff: inc ecx; adc al, 0x3B; ret;
0x100576e8: inc edi; or [ebx], bh; ret;
0x101337db: mov al, 0x03; pop esi; ret;
0x100ff65a: mov esp, ebp; pop ebp; ret;
0x10041eb3: pop es; add [eax], al; ret;
0x1004af66: inc esi; xor al, 0x5E; ret;
0x1014c7cb: mov [edx], 0x00000001; ret;
0x100f0316: inc edx; or [ebx], bh; ret;
0x1006f420: dec eax; add al, 0xF6; ret;
0x1014df0e: adc al, 0x5E; pop edi; ret;
0x101369f4: add al, 0x5E; pop ecx; ret;
0x10125ccf: add al, 0x5E; pop ebx; ret;
0x10071363: pop ss; add [eax], al; ret;
0x1005a430: xor eax, eax; pop ecx; ret;
0x100656f7: mov eax, esi; pop esi; ret;
0x10136b20: xor eax, eax; pop esi; ret;
0x10104e96: xor eax, eax; pop ebx; ret;
0x100309b8: sbb eax, eax; inc eax; ret;
0x1008a886: inc ecx; or [ebx], bh; ret;
0x10128f21: add al, 0x5F; pop ebp; ret;
0x1005a3e4: sbb eax, eax; neg eax; ret;
0x1012ee85: pop ecx; adc al, 0x5B; ret;
0x10109e9b: mov eax, [0xF6000060]; ret;
0x1010997d: inc ebp; or [ebx], bh; ret;
0x101340ce: add al, 0x04; pop ebx; ret;
0x100f7202: inc esi; adc al, 0x3B; ret;
0x10154ecc: pop esi; xor eax, eax; ret;
0x1008619d: inc esi; or [ebx], bh; ret;
0x10150e6b: add al, 0x5F; pop esi; ret;
0x1004acb6: idiv [eax+0x00000001]; ret;
0x100eebab: inc edi; adc al, 0x3B; ret;
0x100effa9: inc esi; add al, 0x3B; ret;
0x1015a9b0: sbb al, 0x5E; pop ebx; ret;
0x1012934b: inc edi; xor al, 0x3B; ret;
0x100284bb: sete cl; mov eax, ecx; ret;
0x10153012: xor edx, edx; pop esi; ret;
0x10129195: pop ecx; sub al, 0x5B; ret;
0x101353cb: mov [eax], 0x00000000; ret;
0x1012eea1: pop edx; adc al, 0x5B; ret;
0x1012d379: adc [esi], 0x08C48310; ret;
0x10153891: mov al, 0x01; pop ebx; ret;
0x10104bf9: mov [eax], 0x101687F4; ret;
0x1005e89e: ror [edi], 0xFFFFFF84; ret;
0x1015eec6: cmp bh, 0xFF; pop ecx; ret;
0x100b8107: mov [edx], 0x3A02C583; ret;
0x10125b5c: adc [esi], 0x14C48310; ret;
0x100260cb: mov eax, [0xF6000DC4]; ret;
0x10134b14: pop esi; sbb eax, eax; ret;
0x10131f92: adc [esi], 0x0CC48310; ret;
0x1014dc33: add al, 0x5E; pop ebp; ret;
0x1012ee93: pop eax; adc al, 0x5B; ret;
0x1014e06f: inc ebp; adc al, 0x3B; ret;
0x101043e5: inc esi; sub al, 0x5E; ret;
0x100199ff: pop esi; xor al, 0x0B; ret;
0x1015820e: and al, 0xFD; pop esi; ret;
0x101291a3: pop eax; sub al, 0x5B; ret;
0x101356d1: sbb eax, eax; pop esi; ret;
0x10129de5: adc al, 0x5F; pop esi; ret;
0x1013ac94: adc [esi], 0x10C48310; ret;
0x100efea3: inc eax; add al, 0x3B; ret;
0x100b1765: dec esi; adc al, 0x8B; ret;
0x1015728b: inc eax; add al, 0x50; ret;
0x1014426c: ror [edi], 0xFFFFFF95; ret;
0x1009a1d8: dec eax; adc al, 0x3B; ret;
0x10130756: sbb al, 0x5F; pop esi; ret;
0x10125232: rcr ch, 0xD8; pop ebx; ret;
0x10015a7b: mov eax, [0xF6FFFFF6]; ret;
0x10141b4d: xor eax, eax; pop ebp; ret;
0x1014c84d: mov [ecx], 0x00000003; ret;
0x100263bf: or edi, edi; push esi; ret;
0x101317c6: and al, 0x5F; pop esi; ret;
0x10144263: ror [edi], 0xFFFFFF94; ret;
0x1009a1d1: inc esi; xor al, 0x3B; ret;
0x101661b6: ud0 edi, edi; pop ecx; ret;
0x1015e591: mov eax, [0x59FFFF8B]; ret;
0x1014c698: mov [edx], 0x00000003; ret;
0x10040640: mov [ecx], 0x10168EF8; ret;
0x10016d70: mov [ecx], 0x10168698; ret;
0x1013fc4c: sete dl; mov eax, edx; ret;
0x10124eae: inc esi; cmp al, 0x5E; ret;
0x100e19a2: pop es; add [ebx], bh; ret;
0x10128fc9: mov eax, edx; pop ebp; ret;
0x100e1ae0: mov [ecx], 0x10169F84; ret;
0x1004616f: or edi, ebp; push esi; ret;
0x10158ad0: dec esi; cmp al, 0x33; ret;
0x1007d273: pop ebx; sbb al, 0x8B; ret;
0x1013ac5a: inc ebx; xor edx, edx; ret;
0x10166f91: mov eax, [0x59FFFF01]; ret;
0x10120430: out dx, eax; push esi; ret;
0x10125b39: adc [esi], 0x18C48310; ret;
0x101291b1: pop edx; sub al, 0x5B; ret;
0x100fcd71: add eax, ebp; dec ecx; ret;
0x1014021e: mov [edx], 0x00000005; ret;
0x100710ac: inc [eax]; add dh, dh; ret;
0x10043a09: mov [eax], 0x10168DAC; ret;
0x1013aca8: adc [esi], 0x04C48310; ret;
0x1011e879: mov eax, edx; pop esi; ret;
0x100271d0: mov [ecx], 0x10168C70; ret;
0x1014e235: dec edx; add al, 0x5B; ret;
0x10150eb5: pop esi; mov eax, edx; ret;
0x100113a4: shl [ebp+ebx+0x10], 1; ret;
0x10043a19: mov [eax], 0x10168708; ret;
0x1014d202: pop ebx; add esp, 0x0C; ret;
0x10042f31: add [eax], al; pop esi; ret;
0x10155a0c: pop ebx; add esp, 0x30; ret;
0x10058199: inc esi; sbb [ebx], bh; ret;
0x1014061b: pop ebx; add esp, 0x10; ret;
0x10141ce6: add [eax], al; pop ebx; ret;
0x1012a35e: pop esi; add esp, 0x08; ret;
0x10086995: push ss; adc [ebx], bh; ret;
0x1014f5d5: pop ebx; add esp, 0x60; ret;
0x10134bb9: add [eax], al; pop ecx; ret;
0x101379ce: add esp, 0x10; pop esi; ret;
0x10129a51: pop ebx; add esp, 0x08; ret;
0x10135135: pop ebx; add esp, 0x2C; ret;
0x1012ce51: add esp, 0x20; pop esi; ret;
0x10127d64: add esp, 0x08; pop esi; ret;
0x1014165a: sete al; add esp, 0x08; ret;
0x10013182: pop ebx; add esp, 0x1C; ret;
0x101309ef: clc; or ax, 0x0000FFFF; ret;
0x10098ab3: push es; add [eax], al; ret;
0x1003706b: inc esi; sub [ebx], bh; ret;
0x1010ab33: push ss; add [eax], al; ret;
0x1012bfa3: pop esi; add esp, 0x14; ret;
0x10126ffc: add esp, 0x18; pop esi; ret;
0x1013773e: pop esi; add esp, 0x28; ret;
0x1012ab7c: add esp, 0x1C; pop esi; ret;
0x10136d56: add esp, 0x40; pop esi; ret;
0x100105f3: pop esi; add esp, 0x30; ret;
0x10129181: inc edi; sub [ebx], bh; ret;
0x1007382f: fadd [eax]; add dh, dh; ret;
0x1012a971: pop esi; add esp, 0x0C; ret;
0x1012b1e9: add esp, 0x0C; pop esi; ret;
0x10127785: pop ebx; add esp, 0x20; ret;
0x1013150b: pop esi; add esp, 0x18; ret;
0x10125afc: pop ebx; add esp, 0x18; ret;
0x10137f44: add esp, 0x34; pop esi; ret;
0x10069215: pop ebx; add esp, 0x48; ret;
0x10044418: pop ebx; add esp, 0x14; ret;
0x100110e3: adc cl, ah; lgdt [eax]; ret;
0x10041ca2: inc eax; add [eax], al; ret;
0x101313fc: add esp, 0x28; pop esi; ret;
0x10026aa3: pop ecx; add [eax], al; ret;
0x1012b1be: add esp, 0x04; pop esi; ret;
0x1013360e: pop ebx; add esp, 0x28; ret;
0x10139154: pop esi; add esp, 0x40; ret;
0x101374fa: add esp, 0x38; pop esi; ret;
0x1012ad1b: pop esi; add esp, 0x10; ret;
0x1013496c: pop ebx; add esp, 0x4C; ret;
0x10010ed7: dec ebx; add [eax], al; ret;
0x10057616: inc ebp; add [edx], bh; ret;
0x1008e113: pop ebp; add esp, 0x08; ret;
0x100e9882: fadd [esi]; add dh, dh; ret;
0x1012ecfb: inc edi; adc [ebx], bh; ret;
0x10077a0f: inc ebp; add [ebx], bh; ret;
0x1013bed2: pop ebx; add esp, 0x38; ret;
0x1014c4cb: add eax, 0x0B; pop ebx; ret;
0x10012e9a: pop esi; add esp, 0x1C; ret;
0x101091c4: add [eax], al; pop ebp; ret;
0x10017a8e: inc ebp; adc [ebx], bh; ret;
0x10127d05: pop esi; add esp, 0x24; ret;
0x100b11f8: inc esi; adc [ebx], bh; ret;
0x10130c01: pop ebx; add esp, 0x44; ret;
0x100ce6a2: add [eax+edx-0x75], dh; ret;
0x1007098f: adc [eax+edx-0x76], dh; ret;
0x10138c24: pop ebx; add esp, 0x54; ret;
0x1006b08b: push cs; add [ebx], bh; ret;
0x1012bb79: add esp, 0x2C; pop esi; ret;
0x1012a5a7: add esp, 0x24; pop esi; ret;
0x10153656: inc ebp; sbb [ebx], bh; ret;
0x1008753e: inc ecx; xor [ebx], bh; ret;
0x1011876e: nop; nop; xor eax, eax; ret;
0x100150af: in eax, 0xFF; push esi; ret;
0x10012c9f: pop ebx; add esp, 0x68; ret;
0x10125269: add eax, 0x05; pop ebx; ret;
0x101364a4: add esp, 0x14; pop esi; ret;
0x10017fb5: inc ecx; adc [ebx], bh; ret;
0x101142e6: inc esi; sbb [ebx], al; ret;
0x1008cfca: inc eax; cmp [ebx], bh; ret;
0x1015077b: add [ecx], al; pop ebx; ret;
0x100f3897: push esi; sbb al, 0x3B; ret;
0x10128e81: add esp, 0x0C; pop edi; ret;
0x100bb539: dec ebp; add [eax], al; ret;
0x10125d4f: pop esi; add esp, 0x20; ret;
0x101268fa: pop ebx; add esp, 0x50; ret;
0x101583f0: and eax, 0x02; pop esi; ret;
0x1001121c: cmp [ebp+ebx+0x10], ah; ret;
0x100892ec: add eax, 0x0B; pop ecx; ret;
0x10135438: pop esi; add esp, 0x2C; ret;
0x1012c5c3: adc dl, [eax]; pop esi; ret;
0x100e1d33: dec ecx; add [eax], al; ret;
0x1008419c: sub edi, ecx; push esi; ret;
0x1009b911: inc ebp; xor [ebx], bh; ret;
0x10150716: add [ebx], al; pop ebx; ret;
0x10140f33: add eax, 0x04; pop esi; ret;
0x1009461a: neg eax; add esp, 0x14; ret;
0x1006b37b: push cs; add [eax], al; ret;
0x10011e4a: add [eax], al; sete al; ret;
0x10022dba: ror [edx+0x3A410141], 1; ret;
0x1012cc48: les ebx, [eax]; pop esi; ret;
0x100ef1b9: fadd qword [0x3B110000]; ret;
0x1004d4cd: rol [ebx-0x3FCCF73C], 1; ret;
0x10131603: les esp, [eax]; pop esi; ret;
0x101374fb: les edi, [eax]; pop esi; ret;
0x10011e5a: add [eax], al; setne al; ret;
